Sample_name_simple,Origin,Form,geology,Sample_name,Sample_number,Sound_number,mass_ini,mass_0,mass_n,mass_end,f1_ini,a1_ini,f1_0,a1_0,f1_n,a1_n,f1_end,a1_end,sound_path_ini,rms_ini,centroid_ini,flatness_ini,rolloff_ini,contrast1_ini,contrast2_ini,RDEM,Q,Q0,dQ,D,D class
P_pl_a_8,P,pl,a,S31,31,8,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_8_ini_ampl_norm.wav,0.19927822,3953.664119,0.000845816,6622.719735,41.89874104,29.34178523,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
P_pl_a_9,P,pl,a,S31,31,9,1636.5,1657.55,1656.34,1636.62,3020,0.4311,2943,0.3937,2854.714907,0.373521,2906.21575,0.454652,./audio/raw_data_ampl_norm/P_pl_a_9_ini_ampl_norm.wav,0.1572619,3786.788856,0.000857531,5586.650083,36.02579285,30.24769831,0.940903235,133.8612822,127.000254,1.054023736,0.06,Resistant
S_pl_a_1,S,pl,a,S25,25,1,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_1_ini_ampl_norm.wav,0.14337687,4462.789617,0.04765858,8552.6534,37.27320444,22.01197708,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_a_2,S,pl,a,S25,25,2,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_2_ini_ampl_norm.wav,0.17232041,4387.163796,0.020409208,8353.565506,32.04913157,22.59654826,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_a_3,S,pl,a,S25,25,3,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_3_ini_ampl_norm.wav,0.12291317,4325.127661,0.07067767,8247.927032,41.70091047,21.60287025,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_a_4,S,pl,a,S25,25,4,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_4_ini_ampl_norm.wav,0.14938058,3950.995894,0.002438271,7199.668325,35.33471724,27.11488117,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_a_5,S,pl,a,S25,25,5,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_5_ini_ampl_norm.wav,0.13036826,4067.003061,0.004265036,7540.961857,38.14455293,26.18638356,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_a_6,S,pl,a,S25,25,6,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_6_ini_ampl_norm.wav,0.13516103,3827.190006,0.000761077,5468.822554,30.33529278,30.93821542,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_a_7,S,pl,a,S25,25,7,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_7_ini_ampl_norm.wav,0.13516106,3831.50986,0.000762356,5472.885572,31.72800597,30.88487634,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_a_8,S,pl,a,S25,25,8,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_8_ini_ampl_norm.wav,0.13418685,3967.500174,0.005421758,7471.890547,36.02328134,27.65037042,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_a_9,S,pl,a,S25,25,9,0,1965.94,1971.9,0,2384.185089,0.305304,2219,0.6633,1990.170771,1.152276,0,0,./audio/raw_data_ampl_norm/S_pl_a_9_ini_ampl_norm.wav,0.14725094,3822.013618,0.00424338,7366.252073,41.20392586,27.11784956,0.804388925,43.39238169,75.3806724,0.575643335,0.2,Uncertain
S_pl_d_1,S,pl,d,S26,26,1,4230.6,4334.35,4343.61,4234.34,3740,0.2481,3329,0.7683,3119.234401,1.148756,3570.086107,0.465784,./audio/raw_data_ampl_norm/S_pl_d_1_ini_ampl_norm.wav,0.10496309,4605.635991,0.24088185,8617.661692,38.74559956,17.84451088,0.877947272,43.52534394,65.07874528,0.668810435,0.12,Uncertain
S_pl_d_2,S,pl,d,S26,26,2,4230.6,4334.35,4343.61,4234.34,3740,0.2481,3329,0.7683,3119.234401,1.148756,3570.086107,0.465784,./audio/raw_data_ampl_norm/S_pl_d_2_ini_ampl_norm.wav,0.11540796,4332.722228,0.22990476,8532.338308,40.20147153,19.61026884,0.877947272,43.52534394,65.07874528,0.668810435,0.12,Uncertain
S_pl_d_3,S,pl,d,S26,26,3,4230.6,4334.35,4343.61,4234.34,3740,0.2481,3329,0.7683,3119.234401,1.148756,3570.086107,0.465784,./audio/raw_data_ampl_norm/S_pl_d_3_ini_ampl_norm.wav,0.08697397,4457.939522,0.026214257,8093.532338,31.68874219,23.594192,0.877947272,43.52534394,65.07874528,0.668810435,0.12,Uncertain
S_pl_d_4,S,pl,d,S26,26,4,4230.6,4334.35,4343.61,4234.34,3740,0.2481,3329,0.7683,3119.234401,1.148756,3570.086107,0.465784,./audio/raw_data_ampl_norm/S_pl_d_4_ini_ampl_norm.wav,0.11328449,4770.212468,0.2770029,8678.606965,33.63365202,18.00958442,0.877947272,43.52534394,65.07874528,0.668810435,0.12,Uncertain
S_pl_d_6,S,pl,d,S26,26,6,4230.6,4334.35,4343.61,4234.34,3740,0.2481,3329,0.7683,3119.234401,1.148756,3570.086107,0.465784,./audio/raw_data_ampl_norm/S_pl_d_6_ini_ampl_norm.wav,0.11632069,4207.545948,0.08378912,8126.036484,36.44822819,22.09481072,0.877947272,43.52534394,65.07874528,0.668810435,0.12,Uncertain
S_pl_d_7,S,pl,d,S26,26,7,4230.6,4334.35,4343.61,4234.34,3740,0.2481,3329,0.7683,3119.234401,1.148756,3570.086107,0.465784,./audio/raw_data_ampl_norm/S_pl_d_7_ini_ampl_norm.wav,0.11221423,4410.764447,0.020278128,8016.334992,32.19437623,23.30992968,0.877947272,43.52534394,65.07874528,0.668810435,0.12,Uncertain
S_pl_d_8,S,pl,d,S26,26,8,4230.6,4334.35,4343.61,4234.34,3740,0.2481,3329,0.7683,3119.234401,1.148756,3570.086107,0.465784,./audio/raw_data_ampl_norm/S_pl_d_8_ini_ampl_norm.wav,0.13240266,4392.250043,0.12948227,8467.330017,35.0939202,20.13254344,0.877947272,43.52534394,65.07874528,0.668810435,0.12,Uncertain
S_pl_d_9,S,pl,d,S26,26,9,4230.6,4334.35,4343.61,4234.34,3740,0.2481,3329,0.7683,3119.234401,1.148756,3570.086107,0.465784,./audio/raw_data_ampl_norm/S_pl_d_9_ini_ampl_norm.wav,0.11197356,4310.588786,0.07067568,8101.658375,36.63909943,21.30795439,0.877947272,43.52534394,65.07874528,0.668810435,0.12,Uncertain
S_pt_d2_1,S,pt,d2,S27,27,1,617.75,632.41,633.89,617.39,9348,0.6028,8630,1.47,4537.750205,4.959572,7104.522742,0.681352,./audio/raw_data_ampl_norm/S_pt_d2_1_ini_ampl_norm.wav,0.09763796,4806.225021,0.28588417,9178.358209,33.69754629,19.22955563,0.276477363,10.0815151,34.01360544,0.296396544,0.72,Uncertain
S_pt_d2_3,S,pt,d2,S27,27,3,617.75,632.41,633.89,617.39,9348,0.6028,8630,1.47,4537.750205,4.959572,7104.522742,0.681352,./audio/raw_data_ampl_norm/S_pt_d2_3_ini_ampl_norm.wav,0.094784275,4803.71055,0.31518847,9235.240464,28.33749209,17.64915991,0.276477363,10.0815151,34.01360544,0.296396544,0.72,Uncertain
S_pt_d3_3,S,pt,d3,S28,28,3,0,0,0,0,8478,0.9505,7892,1.421,5652.558195,6.901939,0,0,./audio/raw_data_ampl_norm/S_pt_d3_3_ini_ampl_norm.wav,0.108115785,4954.534561,0.22083402,8942.703151,28.20971814,18.55860501,0.512998306,7.244341047,35.18648839,0.205884173,0.49,Uncertain
S_pt_d4_2,S,pt,d4,S29,29,2,0,0,0,0,9207,0.899,8621,1.066,4549.123918,2.330161,0,0,./audio/raw_data_ampl_norm/S_pt_d4_2_ini_ampl_norm.wav,0.090030394,4677.211145,0.33472818,8971.144279,30.26714718,17.76633211,0.278445526,21.45774477,46.9043152,0.457479118,0.72,Uncertain
S_pt_d4_3,S,pt,d4,S29,29,3,0,0,0,0,9207,0.899,8621,1.066,4549.123918,2.330161,0,0,./audio/raw_data_ampl_norm/S_pt_d4_3_ini_ampl_norm.wav,0.087166786,4931.846781,0.29726157,9308.374793,26.01548393,17.87803467,0.278445526,21.45774477,46.9043152,0.457479118,0.72,Uncertain
